temp,wind,humidity,barometer,day_power,sky_cover
0.550255624,0.188434048,0.470969714,0.471265398,0.647058824,5
0.572926114,0.374608018,0.591434698,0.562979632,0.470588235,5
0.672801636,0.348927875,0.505634626,0.514381096,0.588235294,4
0.603118609,0.200779727,0.757033316,0.413885862,0.176470588,3
0.496791922,0.564002599,0.713311805,0.514705274,0.264705882,5
0.491986196,0.391163093,0.534678202,0.58991461,0.441176471,3
0.494989775,0.087719298,0.579961195,0.55263412,0.588235294,5
0.596510736,0.109811566,0.52406012,0.551985764,0.676470588,4
0.645168712,0.22417154,0.598698986,0.539342815,0.647058824,5
0.64939984,0.1352657,0.607076679,0.512238701,0.558823529,4
0.637960123,0.255360624,0.703630613,0.429770592,0.264705882,5
0.561949557,0.444097899,0.813746362,0.399233008,0.058823529,7
0.603118609,0.317738791,0.76827599,0.528969113,0.147058824,7
0.578527607,0.422213927,0.755252561,0.502572733,0.176470588,7
0.573082822,0.237166992,0.747039828,0.514056917,0.382352941,3
0.592305726,0.252761533,0.76827599,0.530590004,0.441176471,6
0.683013804,0.135802469,0.633363899,0.578892552,0.441176471,5
0.732272495,0.176738142,0.516877301,0.622008249,0.617647059,4
0.771919734,0.222871995,0.517189597,0.631409416,0.617647059,4
0.691423824,0.294996751,0.506259219,0.639838049,0.970588235,4
0.61993865,0.289798571,0.411633377,0.623953318,0.911764706,2
0.636157975,0.074723847,0.428497389,0.528320757,0.588235294,4
0.6637909,0.181936322,0.5705923,0.470617042,0.5,4
0.666193763,0.159194282,0.613064625,0.438199225,0.382352941,5
0.607924335,0.30994152,0.705816689,0.338352347,0.264705882,4
0.607924335,0.361273554,0.588393201,0.291022334,0.558823529,5
0.576086401,0.178687459,0.623682707,0.289725621,0.470588235,5
0.564072086,0.082521118,0.632427009,0.338676525,0.264705882,4
0.597111452,0.138401559,0.643357387,0.40707812,0.5,4
0.568877812,0.395061728,0.687703491,0.561062753,0.352941176,5
0.5875,0.237816764,0.522498638,0.678415252,0.617647059,5
0.606722904,0.413905133,0.708315061,0.575326592,0.205882353,6
0.649974438,0.233918129,0.752348868,0.585376116,0.205882353,6
0.734675358,0.191682911,0.615875294,0.634002842,0.647058824,4
0.8049591,0.196881092,0.658972212,0.569815563,0.588235294,4
0.733128834,0.245696985,0.598333533,0.580044419,0.735294118,4
0.605521472,0.209226771,0.606506399,0.566249603,0.352941176,5
0.565874233,0.256660169,0.69676009,0.576299127,0.470588235,4
0.596510736,0.328135153,0.685517416,0.584079403,0.352941176,3
0.657183027,0.245614035,0.545920876,0.55263412,0.588235294,5
0.614532209,0.384015595,0.57152919,0.483908347,0.470588235,4
0.634956544,0.343079922,0.677710003,0.48520506,0.294117647,6
0.644567996,0.359324237,0.712062619,0.48877102,0.323529412,6
0.591104294,0.502923977,0.472843493,0.526375688,0.705882353,5
0.609125767,0.325536062,0.489395208,0.60774441,0.676470588,5
0.649974438,0.102664068,0.527183085,0.605475162,0.705882353,5
0.632389849,0.417508418,0.580443836,0.561534285,0.470588235,6
0.629550102,0.192982456,0.484398464,0.63789298,0.823529412,4
0.657183027,0.099415205,0.497514917,0.627519278,0.588235294,4
0.708844581,0.350877193,0.470345121,0.560738574,0.411764706,4
0.737678937,0.311890838,0.480338609,0.597370708,0.588235294,5
0.783934049,0.30474334,0.457540964,0.482611635,0.647058824,4
0.70043456,0.523716699,0.441926139,0.466402726,1,5
0.628348671,0.235217674,0.594951428,0.502386503,0.264705882,4
0.570652019,0.307720205,0.602279502,0.53271601,0.294117647,5
0.596118965,0.316976015,0.524630401,0.634016936,0.823529412,5
0.628949387,0.213775179,0.501574772,0.704349505,0.588235294,4
0.711247444,0.25141867,0.534594923,0.687621912,0.617647059,5
0.754819359,0.271518302,0.560577992,0.647856056,0.558823529,4
0.789012828,0.114832536,0.468017092,0.639690695,0.647058824,4
0.856019939,0.139051332,0.377593058,0.607420231,0.647058824,4
0.895667178,0.281351527,0.37915454,0.501738147,0.647058824,4
0.78093047,0.268356075,0.503760847,0.539342815,0.617647059,4
0.753297546,0.205977908,0.630865526,0.567222138,0.529411765,5
0.759304703,0.291747888,0.688952677,0.598343243,0.470588235,3
0.749693252,0.177387914,0.553728289,0.613579617,0.647058824,4
0.735276074,0.26445744,0.591516166,0.605799341,0.558823529,4
0.695628834,0.104613385,0.524684713,0.626870922,0.382352941,5
0.681211656,0.340480832,0.600260469,0.580513443,0.5,5
0.715452454,0.296946069,0.553415992,0.53674939,0.441176471,5
0.691423824,0.374269006,0.601197358,0.498820543,0.529411765,5
0.670398773,0.258609487,0.59120387,0.505952463,0.382352941,4
0.640362986,0.222871995,0.500950179,0.596073995,0.294117647,5
0.622341513,0.335282651,0.79607038,0.515029452,0.147058824,6
0.671165644,0.42420472,0.795120201,0.469796251,0.411764706,6
0.652978016,0.407407407,0.562160294,0.476452249,0.323529412,5
0.645248807,0.288845571,0.580231852,0.592875437,0.617647059,5
0.649974438,0.272904483,0.552166806,0.710508891,0.617647059,5
0.689621677,0.36517219,0.601197358,0.702404436,0.441176471,3
0.672801636,0.454840806,0.453168813,0.626222566,0.735294118,5
0.59170501,0.285250162,0.485023057,0.654426067,0.676470588,4
0.542446319,0.168291098,0.554665178,0.661557987,0.588235294,4
0.533435583,0.297595841,0.712687212,0.649563394,0.147058824,6
0.705240286,0.348278103,0.608692474,0.661557987,0.647058824,5
0.686017382,0.298245614,0.533116719,0.656371136,0.588235294,5
0.663190184,0.124756335,0.599011283,0.674525113,0.441176471,3
0.663190184,0.232618583,0.455667185,0.677118539,0.764705882,4
0.678062641,0.277172463,0.457136622,0.554074154,0.441176471,4
0.694427403,0.101364522,0.385712767,0.457325737,0.588235294,2
0.688343558,0.28717183,0.543635131,0.461022748,0.558823529,5
0.623445531,0.503872293,0.62316784,0.548305903,0.441176471,5
0.685416667,0.361923327,0.570904597,0.680684499,0.617647059,4
0.741283231,0.109161793,0.503136254,0.695272517,0.676470588,4
0.836797035,0.159194282,0.437553987,0.615524686,0.676470588,4
0.864429959,0.115659519,0.467222156,0.538694459,0.647058824,4
0.834394172,0.20402859,0.526870789,0.557820971,0.5,4
0.817574131,0.232618583,0.580898085,0.561386931,0.411764706,4
0.77672546,0.37037037,0.500950179,0.518271234,0.558823529,5
0.686618098,0.245614035,0.58402105,0.613903795,0.470588235,4
0.654179448,0.05782976,0.486896836,0.693975804,0.647058824,2
0.686618098,0.218323587,0.56434637,0.656695314,0.676470588,5
0.637960123,0.230669266,0.596825207,0.622980784,0.352941176,2
0.672801636,0.233918129,0.587456312,0.575002414,0.5,5
0.689020961,0.507472385,0.603383434,0.497523831,0.205882353,4
0.689621677,0.219623132,0.612752329,0.609365301,0.411764706,5
0.707042434,0.076023392,0.683955933,0.689113131,0.264705882,6
0.72025818,0.104613385,0.485959946,0.610986191,0.617647059,4
0.730470348,0.251461988,0.490019801,0.49233698,0.529411765,4
0.65754868,0.155606407,0.53375489,0.581246368,0.617647059,4
0.703438139,0.18128655,0.423188348,0.54906816,0.470588235,4
0.708844581,0.106562703,0.662407474,0.570788098,0.205882353,6
0.79654908,0.085769981,0.498764103,0.549716517,0.411764706,4
0.825383436,0.141650422,0.45160733,0.49590294,0.676470588,2
0.823312883,0.116959064,0.47458438,0.486018954,0.5,2
0.762308282,0.218323587,0.505010033,0.46218841,0.382352941,4
0.657183027,0.315789474,0.601509655,0.492012802,0.352941176,5
0.658985174,0.2014295,0.638360643,0.547447269,0.411764706,3
0.660444055,0.250626566,0.646212669,0.579957709,0.352941176,4
0.619631902,0.115631869,0.48606626,0.612820902,0.294117647,4
0.581492843,0.033788174,0.536864277,0.60417845,0.382352941,4
0.572482106,0.032488629,0.622745817,0.60417845,0.411764706,4
0.598913599,0.084470435,0.537176574,0.624601675,0.323529412,4
0.600715746,0.116309292,0.548106952,0.684250459,0.294117647,4
0.61152863,0.209876543,0.481275499,0.649887572,0.5,2
0.593507157,0.277452891,0.5705923,0.573705701,0.147058824,5
0.538241309,0.09811566,0.615250701,0.67517347,0.235294118,4
0.556262781,0.135152697,0.492205876,0.702728615,0.382352941,4
0.693251534,0.410932769,0.423553801,0.685988605,0.382352941,4
0.619337935,0.485380117,0.654600061,0.573057345,0.117647059,3
0.573683538,0.260558804,0.617436777,0.52248555,0.205882353,4
0.540644172,0.231968811,0.668341108,0.441441006,0.264705882,5
0.503399796,0.417803769,0.668965701,0.486501773,0.176470588,6
0.557464213,0.291098116,0.61087855,0.699811011,0.205882353,4
0.505201943,0.252111761,0.698946165,0.79933371,0.117647059,6
0.45053681,0.428849903,0.49189358,0.794471038,0.411764706,4
0.410889571,0.321637427,0.551542213,0.69819012,0.235294118,3
0.476393705,0.24374947,0.659216618,0.643150304,0.117647059,6
0.466871166,0.19327278,0.563568951,0.680029245,0.294117647,4
0.424993332,0.060683109,0.536687762,0.71080488,0.294117647,4
0.442727505,0.10591293,0.552166806,0.673228401,0.235294118,4
0.377300613,0.079134005,0.576007655,0.645597385,0.205882353,4
0.416896728,0.300194932,0.674274741,0.612607082,0.058823529,6
0.404882413,0.46848603,0.579024306,0.528644935,0.294117647,4
0.4349182,0.297595841,0.603071137,0.412589149,0.117647059,4
0.49202454,0.284185641,0.693377985,0.457215378,0.323529412,4
0.532515337,0.237733814,0.604712355,0.575078286,0.294117647,2
0.513611963,0.16374269,0.705816689,0.624277497,0.264705882,5
0.460148262,0.332033788,0.755159537,0.612282904,0.088235294,6
0.425907464,0.386614685,0.744541456,0.548419804,0.088235294,3
0.428911043,0.240415854,0.72986352,0.537397746,0.147058824,4
0.366436605,0.087719298,0.732049595,0.558145149,0.264705882,5
0.387116564,0.140848575,0.712833393,0.531707384,0.264705882,4
0.260710634,0.137102014,0.808874537,0.506600819,0.088235294,7
0.379051636,0.128654971,0.767651397,0.497848009,0.029411765,3
0.426993865,0.043299739,0.744089622,0.656191803,0.088235294,3
0.399475971,0.071474984,0.691451049,0.75330041,0.264705882,7
0.471561861,0.263807667,0.772335845,0.804196383,0.088235294,6
0.523824131,0.282651072,0.70394291,0.823971252,0.058823529,6
0.504601227,0.052631579,0.726115962,0.839531804,0.205882353,5
0.42790184,0.02214425,0.709414344,0.787728132,0.176470588,2
0.415094581,0.109811566,0.754534944,0.643079831,0.117647059,3
0.397073108,0.306692658,0.667091921,0.628491813,0.117647059,4
0.38265593,0.172189734,0.712374915,0.635299554,0.176470588,4
0.368839468,0.286549708,0.656161544,0.487150129,0.117647059,2
0.367037321,0.34762833,0.718933142,0.329923715,0.088235294,6
0.323185072,0.413255361,0.769525176,0.31468734,0.088235294,3
0.298555726,0.133203379,0.773585031,0.403187982,0.029411765,3
0.254703476,0.174139051,0.725491369,0.450842174,0.088235294,4
0.257106339,0.208576998,0.812622095,0.318577479,0.029411765,6
0.353220859,0.354126056,0.742979973,0.382440579,0.058823529,4
0.255828221,0.233752229,0.692421162,0.595604972,0.205882353,4
0.18502045,0.159844055,0.780767851,0.654101889,0.088235294,4
0.287742843,0.141650422,0.84072878,0.68749224,0,7
0.271419045,0.215272481,0.838121784,0.78488664,0.058823529,6
0.434437628,0.311024475,0.847724222,0.693154553,0.029411765,3
0.514212679,0.457439896,0.783890816,0.55263412,0.058823529,3
0.451738241,0.533463288,0.746415235,0.363638245,0.058823529,5
0.316577198,0.376868096,0.74235538,0.271571643,0.088235294,6
0.325587935,0.426250812,0.639609829,0.370445986,0.088235294,5
0.432515337,0.722547109,0.546545469,0.207384365,0.058823529,3
0.499795501,0.43079922,0.742667677,0.254714378,0.029411765,2
0.466756135,0.502274204,0.633051602,0.415182574,0.117647059,4
0.399431708,0.351369652,0.782976938,0.589945322,0.088235294,2
0.277530675,0.404808317,0.645231166,0.616821399,0.176470588,4
0.252300613,0.063677713,0.774209624,0.61649722,0.088235294,3
0.314775051,0.142949968,0.745166049,0.64859086,0.147058824,4
0.199437628,0.288499025,0.662095177,0.771130209,0.176470588,2
0.113535276,0.113060429,0.632114712,0.835317488,0.147058824,2
0.158282209,0.180000829,0.634054938,0.823384972,0.176470588,2
0.284739264,0.297595841,0.833233664,0.74260253,0.029411765,3
0.365235174,0.174139051,0.84260256,0.686195528,0.029411765,3
0.167791411,0.161751897,0.773751146,0.706515292,0.176470588,2
0.126150307,0.031189084,0.780143258,0.709536356,0.117647059,2
0.15398773,0.041308946,0.898138181,0.763129216,0.117647059,2
0.335199387,0.279402209,0.631490119,0.770806031,0.088235294,2
0.377850204,0.40545809,0.509069888,0.748113559,0.147058824,4
0.413292434,0.320337882,0.705192096,0.739684926,0.088235294,2
0.360736196,0.353199784,0.858908424,0.667779448,0.029411765,7
0.389890638,0.449868633,0.800646202,0.644503396,0.058823529,3
0.337602249,0.203378817,0.817306542,0.700783546,0.058823529,3
0.336196319,0.209862718,0.880915361,0.669765902,0,7
0.276251732,0.132050556,0.907781863,0.668982712,0.147058824,2
0.283955722,0.09322824,0.900037961,0.723997522,0.058823529,2
0.323312883,0.103023516,0.835625723,0.880992123,0.029411765,7
0.347293797,0.14953433,0.947659105,0.865012208,0.029411765,7
0.309969325,0.151397011,0.831359885,0.740333283,0.117647059,1
0.16196319,0.096387541,0.84359925,0.665792995,0.117647059,1
0.283435583,0.456720999,0.708049276,0.68565753,0.058823529,5
0.326789366,0.252111761,0.903500379,0.741954174,0,3
0.320245399,0.489237278,0.798947494,0.778027617,0.088235294,4
0.375460123,0.518435569,0.748235857,0.710819274,0.058823529,2
0.43071319,0.569850552,0.857905088,0.694948338,0,6
0.380613497,0.52796188,0.704151107,0.764387303,0.117647059,4
0.290184049,0.211189913,0.776940557,0.958132734,0.117647059,2
0.19343047,0.129304743,0.957527675,1,0.029411765,7
0.109202454,0.12359504,0.956504405,0.924363024,0.088235294,7
0.099386503,0.095060346,0.893354065,0.882647501,0.117647059,1
0.106927403,0.331384016,0.903812675,0.62362914,0.029411765,7
0.215056237,0.148797921,0.82917381,0.681981211,0.088235294,4
0.233809016,0.406475125,0.779464352,0.6955826,0.058823529,3
0.310282742,0.588185439,0.697995698,0.605263742,0.058823529,5
0.20797546,0.209199121,0.639157995,0.799878606,0.176470588,4
0.065478016,0.113710201,0.658659916,0.916037853,0.117647059,2
0.123312883,0.279540459,0.864968305,0.803520437,0.029411765,7
0.267658042,0.032206119,0.949570903,0.794696553,0.029411765,3
0.291947853,0.379467186,0.899440524,0.650860107,0.029411765,7
0.30216002,0.294346979,0.878204362,0.45505649,0.029411765,3
0.352620143,0.597141001,0.713936398,0.443710254,0.058823529,4
0.29795501,0.469135802,0.718620845,0.363314067,0.058823529,6
0.236682004,0.71539961,0.769837473,0.312418093,0.058823529,3
0.219861963,0.461338532,0.797631862,0.530265826,0.058823529,6
0.192829755,0.150747238,0.877579769,0.639189693,0.058823529,6
0.170603272,0.107862248,0.85415753,0.73547061,0.058823529,3
0.078093047,0.14359974,0.779518665,0.881674967,0.147058824,1
0.063675869,0.18388564,0.827300031,0.91117518,0.176470588,1
0.106927403,0.177387914,0.6243073,0.878433185,0.176470588,2
0.142369632,0.187784276,0.460351633,0.831751528,0.205882353,2
0.108128834,0.088369071,0.591828463,0.75848726,0.176470588,4
0.074593225,0.00372913,0.723413918,0.729748161,0.147058824,1
0.194631902,0.089668616,0.814495874,0.732553007,0.088235294,3
0.171203988,0.086419753,0.946909593,0.750706984,0.029411765,7
0.112333845,0.162443145,0.748289014,0.763674111,0.058823529,3
0.05963469,0.206982102,0.688441646,0.672580044,0.205882353,4
0.163394683,0.238249946,0.64752134,0.553801162,0.117647059,2
0.363433027,0.352176738,0.523747824,0.540963706,0.117647059,3
0.295552147,0.376218324,0.790136746,0.575002414,0.205882353,4
0.325587935,0.417803769,0.86227724,0.480342387,0,6
0.287142127,0.263807667,0.879453548,0.503034859,0.058823529,3
0.434355828,0.359172162,0.721763744,0.382061221,0.117647059,2
0.417497444,0.361923327,0.667716515,0.32538522,0.176470588,5
0.29795501,0.252761533,0.876330582,0.28453877,0.029411765,6
0.301559305,0.258609487,0.818868025,0.345160089,0.088235294,3
0.305521472,0.087097176,0.6748794,0.570112152,0.058823529,3
0.288343558,0.137751787,0.883825699,0.551985764,0.029411765,3
0.230074131,0.218973359,0.91411846,0.65734367,0.029411765,7
0.163803681,0.26029613,0.813299845,0.719758315,0.058823529,7
0.110531697,0.224821313,0.777957182,0.645997434,0.058823529,7
0.150306748,0.191945585,0.862097835,0.616793809,0.029411765,7
0.234279141,0.287849253,0.849160786,0.668365728,0.088235294,3
0.257707055,0.520467836,0.632114712,0.703376971,0.294117647,2
0.288944274,0.263807667,0.535615091,0.732877185,0.235294118,2
0.357055215,0.154120526,0.634054938,0.789284187,0.176470588,4
0.390184049,0.212517108,0.766415501,0.769750728,0.264705882,4
0.358282209,0.288167227,0.828927959,0.727041978,0.117647059,6
0.341717791,0.08311559,0.701670454,0.71710971,0.176470588,4
0.327834089,0.281040766,0.792499337,0.654651582,0.088235294,3
0.418698875,0.443144899,0.886011774,0.584727759,0.058823529,3
0.45053681,0.411306043,0.870709245,0.547447269,0.058823529,6
0.438522495,0.744639376,0.872583024,0.439820116,0.029411765,6
0.411490286,1,0.688328084,0.277082672,0.088235294,5
0.306365031,0.411306043,0.687078898,0.519567946,0.294117647,5
0.318379346,0.412605588,0.585894829,0.586024472,0.147058824,2
0.404882413,0.519818064,0.688328084,0.469320329,0.088235294,6
0.421472393,0.648500684,0.598971415,0.258570029,0.058823529,6
0.292548569,0.582196231,0.644606573,0.158109283,0.176470588,3
0.345411554,0.437946719,0.757345613,0.284214592,0.147058824,6
0.36732462,0.736672599,0.455219107,0.432068029,0.117647059,5
0.34180726,0.269655621,0.640859015,0.376281194,0.117647059,2
0.433116053,0.311890838,0.715185584,0.187933675,0.117647059,5
0.343008691,0.519818064,0.74235538,0.250500062,0.058823529,6
0.334969325,0.41889594,0.804688434,0.325116221,0.147058824,6
0.34601227,0.325992286,0.724315273,0.544950408,0.294117647,5
0.371165644,0.383061673,0.86624407,0.536342443,0.029411765,6
0.447239264,0.411596367,0.76067456,0.612820902,0.264705882,5
0.314775051,0.124106563,0.652101689,0.733201363,0.382352941,4
0.348415133,0.096816114,0.560598812,0.628815991,0.235294118,4
0.403680982,0.089018843,0.455354888,0.531562539,0.470588235,4
0.377300613,0.2417154,0.686680222,0.70287346,0.352941176,4
0.403080266,0.230019493,0.729551223,0.807113987,0.205882353,3
0.473364008,0.138401559,0.610253957,0.803548027,0.441176471,4
0.449936094,0.125406108,0.58495794,0.671283332,0.470588235,4
0.417497444,0.504873294,0.494704249,0.556524258,0.352941176,4
0.455943252,0.573749188,0.874456803,0.438199225,0.088235294,6
0.478169734,0.65237167,0.761717764,0.456029024,0.117647059,6
0.45474182,0.586094867,0.747976717,0.418748534,0.205882353,6
0.405483129,0.423001949,0.469720528,0.460243341,0.352941176,4
0.331288344,0.317365518,0.479049555,0.500917355,0.382352941,4
0.404907975,0.389697648,0.530399075,0.542963954,0.529411765,2
0.409578918,0.447279816,0.568860474,0.721029946,0.588235294,4
0.435719155,0.50994152,0.283758367,0.732920409,0.588235294,4
0.417411627,0.326371484,0.507017654,0.677025917,0.588235294,4
0.453827687,0.172556996,0.384178441,0.648224397,0.617647059,4
0.493788344,0.197270955,0.427747877,0.633678664,0.5,4
0.528192973,0.352294879,0.557958487,0.684604108,0.294117647,4
0.612386795,0.2684489,0.380671409,0.658501449,0.588235294,4
0.460736196,0.127576625,0.826057489,0.492971541,0.294117647,6
0.468398091,0.183495776,0.65018627,0.615697581,0.558823529,4
0.392281353,0.043700984,0.804124725,0.720166385,0.5,3
0.418784692,0.15037594,0.658347619,0.687029129,0.529411765,3
0.425766871,0.398324416,0.644898936,0.731677036,0.382352941,4
0.399093698,0.207690945,0.573970781,0.758516731,0.352941176,3
0.407525562,0.193892138,0.671838828,0.713210376,0.264705882,3
0.464353272,0.048732943,0.51875108,0.693003269,0.676470588,2
0.509615898,0.079667768,0.468579967,0.651607126,0.676470588,4
0.475766871,0.443766421,0.474771584,0.65093058,0.441176471,5
0.42858338,0.206273259,0.5364952,0.709359532,0.352941176,4
0.433142171,0.462751081,0.602840309,0.590379735,0.352941176,3
0.439263804,0.404296794,0.500737551,0.56051096,0.647058824,5
0.406134969,0.186636805,0.524658135,0.565808169,0.264705882,3
0.431204685,0.460038986,0.543649629,0.555875902,0.5,6
0.403680982,0.422069667,0.470535214,0.619809476,0.470588235,5
0.382368632,0.407831172,0.588827701,0.608308198,0.705882353,5
0.32924811,0.185139852,0.574739307,0.725232611,0.588235294,4
0.288984322,0.308945203,0.344385529,0.860171148,0.529411765,4
0.314043745,0.028137978,0.327476257,0.870131405,0.764705882,2
0.455214724,0.287503629,0.498504964,0.77935192,0.235294118,6
0.42392638,0.367135332,0.518598254,0.724393373,0.441176471,5
0.373044479,0.170240416,0.453793406,0.716344098,0.294117647,5
0.413496933,0.324001493,0.461507794,0.551240844,0.529411765,4
0.357055215,0.499191241,0.441414504,0.460195059,0.764705882,5
0.338803681,0.246263808,0.485023057,0.511463492,0.558823529,4
0.337423313,0.245033387,0.496272376,0.569781076,0.529411765,5
0.386260225,0.308641975,0.571841486,0.54193624,0.529411765,5
0.385739605,0.1218107,0.518272225,0.575931725,0.470588235,4
0.497079221,0.479023646,0.265885954,0.426993936,0.647058824,4
0.492150028,0.340244551,0.425431205,0.446598387,0.294117647,6
0.414337157,0.113568947,0.780767851,0.569406817,0.205882353,6
0.440037343,0.179337232,0.765451744,0.597483466,0.411764706,3
0.478274206,0.337316722,0.731234909,0.600527922,0.441176471,5
0.419351827,0.286464955,0.747854514,0.617441565,0.294117647,3
0.541104294,0.345900212,0.539648367,0.479397442,0.588235294,4
0.47890104,0.395626748,0.689522958,0.557228993,0.205882353,6
0.44601227,0.36779893,0.565482598,0.632685437,0.441176471,6
0.428911043,0.222222222,0.404138261,0.628815991,0.735294118,2
0.472763292,0.102664068,0.362602825,0.451166352,0.823529412,4
